"","Row","Column","Block","Population","Family","Replicate","Filter_paper_and_tube_weight_mg","Date_paper_and_tube_measured","Date_latex_collected","Surveyor","Latex_not_collected","Latex_and_filter_paper_and_tube_weight_mg","Latex_weight_mg"
"194",6,4,"1","27","3","3",1075.3562,"8/10/2020","8/19/2020","Sophie",NA,1079.98,4.6238
"195",6,5,"1","11","2","4",1058.2037,"8/10/2020","8/19/2020","Sophie",NA,1066.56,8.3563
"196",6,6,"1","12","1","4",1074.453,"8/10/2020","8/19/2020","Sophie",NA,1079.21,4.757
"197",6,7,"1","57","5","3",1064.278,"8/10/2020","8/19/2020","Sophie",NA,1071.92,7.642
"198",6,8,"1","7","5","3",1078.8004,"8/10/2020","8/19/2020","Sophie",NA,1083.76,4.9596
"199",6,9,"1","21","4","4",1068.2737,"8/10/2020","8/19/2020","Sophie",NA,1078.74,10.4663
"200",6,11,"1","40","5","5",1072.9577,"8/10/2020","8/19/2020","Sophie",NA,1082.41,9.4523
"201",6,12,"1","7","5","2",1085.2695,"8/10/2020","8/19/2020","Sophie",NA,1092.34,7.0705
"202",6,13,"1","46","5","1",1061.9698,"8/10/2020","8/19/2020","Sophie",NA,1067.18,5.2102
"203",6,14,"1","36","2","5",1056.4236,"8/10/2020","8/19/2020","Sophie",NA,1071.92,15.4964
"204",6,15,"1","26","1","2",1066.3726,"8/10/2020","8/19/2020","Sophie",NA,1073.2,6.8274
"205",6,16,"1","51","2","1",1067.6891,"8/10/2020","8/19/2020","Sophie",NA,1072.75,5.0609
"206",6,19,"1","19","5","2",1061.6323,"8/10/2020","8/19/2020","Sophie",NA,1066.84,5.2077
"207",6,20,"1","3","5","1",1076.9356,"8/10/2020","8/19/2020","Sophie",NA,1092.49,15.5544
"208",6,22,"1","79","4","1",1069.4109,"8/10/2020","8/19/2020","Sophie",NA,1075.64,6.2291
"209",6,23,"2","21","2","2",1084.8994,"8/10/2020","8/19/2020","Kavya",NA,1092.99,8.0906
"210",6,24,"2","77","4","5",1065.4794,"8/10/2020","8/19/2020","Kavya",NA,1075.04,9.5606
"211",6,25,"2","72","2","4",1067.0577,"8/10/2020","8/19/2020","Kavya",NA,1069.1,2.0423
"212",6,26,"2","1","1","3",1083.0006,"8/10/2020","8/19/2020","Kavya",NA,1098.23,15.2294
"213",6,27,"2","5","5","3",1065.9294,"8/10/2020","8/19/2020","Kavya",NA,1071.46,5.5306
"214",6,28,"2","36","1","1",1073.0394,"8/10/2020","8/19/2020","Kavya",NA,1076.51,3.4706
"215",6,29,"2","62","3","4",1082.0941,"8/10/2020","8/19/2020","Kavya",NA,1084.56,2.4659
"216",6,30,"2","12","5","4",1069.4973,"8/10/2020","8/19/2020","Kavya",NA,1075.47,5.9727
"217",6,31,"2","18","4","3",1077.4029,"8/10/2020","8/19/2020","Kavya",NA,1091.84,14.4371
"218",6,32,"2","18","2","1",1061.4597,"8/10/2020","8/19/2020","Kavya",NA,1065.75,4.2903
"219",6,33,"2","14","1","1",1065.7193,"8/10/2020","8/19/2020","Kavya",NA,1077.57,11.8507
"220",6,35,"2","1","3","4",1063.6059,"8/10/2020","8/19/2020","Kavya",NA,1073.51,9.9041
"221",6,36,"2","74","2","3",1070.2676,"8/10/2020","8/19/2020","Kavya",NA,1088.82,18.5524
"222",6,37,"2","17","3","2",1063.1366,"8/10/2020","8/19/2020","Kavya",NA,1064.68,1.5434
"223",6,38,"2","1","4","5",1068.7493,"8/10/2020","8/19/2020","Kavya",NA,1073.12,4.3707
"224",6,39,"2","62","4","1",1064.0657,"8/10/2020","8/19/2020","Kavya",NA,1075.94,11.8743
"225",6,40,"2","17","2","1",1081.6462,"8/10/2020","8/19/2020","Kavya",NA,1091.68,10.0338
"226",6,41,"2","42","1","2",1064.3314,"8/10/2020","8/19/2020","Kavya",NA,1076.37,12.0386
"227",6,43,"2","79","2","5",1080.2193,"8/10/2020","8/19/2020","Kavya",NA,1095.44,15.2207
"228",6,44,"2","17","5","2",1068.3377,"8/10/2020","8/19/2020","Kavya",NA,1073.37,5.0323
"229",6,45,"2","18","2","4",1078.7958,"8/10/2020","8/19/2020","Kavya",NA,1086.8,8.0042
"230",6,46,"2","7","4","3",1064.3448,"8/10/2020","8/19/2020","Kavya",NA,1071.95,7.6052
"231",7,1,"1","3","2","5",1059.6946,"8/10/2020","8/19/2020","Kavya",NA,1068.86,9.1654
"232",7,3,"1","7","1","3",1063.6822,"8/10/2020","8/19/2020","Kavya",NA,1072.53,8.8478
"233",7,4,"1","47","2","2",1062.8253,"8/10/2020","8/19/2020","Kavya",NA,1063.86,1.0347
"234",7,5,"1","62","1","5",1071.5721,"8/10/2020","8/19/2020","Kavya",NA,1073.53,1.9579
"235",7,7,"1","67","2","1",1072.7203,"8/10/2020","8/19/2020","Kavya",NA,1095.38,22.6597
"236",7,8,"1","5","5","4",1070.7685,"8/10/2020","8/19/2020","Kavya",NA,1083.73,12.9615
"237",7,9,"1","39","2","4",1061.6378,"8/10/2020","8/19/2020","Kavya",NA,1065.92,4.2822
"238",7,10,"1","79","3","4",1063.4439,"8/10/2020","8/19/2020","Kavya",NA,1082.29,18.8461
"239",7,11,"1","47","4","4",1072.5205,"8/10/2020","8/19/2020","Kavya",NA,1078.71,6.1895
"240",7,12,"1","4","4","2",1072.4595,"8/10/2020","8/19/2020","Kavya",NA,1077.47,5.0105
"241",7,13,"1","19","2","2",1064.0404,"8/10/2020","8/19/2020","Kavya",NA,1067.47,3.4296
"242",7,14,"1","46","5","5",1080.9949,"8/10/2020","8/19/2020","Kavya",NA,1092.33,11.3351
"243",7,15,"1","7","4","4",1064.0788,"8/10/2020","8/19/2020","Kavya",NA,1071.06,6.9812
"244",7,16,"1","68","1","5",1064.8046,"8/10/2020","8/19/2020","Kavya",NA,1073.94,9.1354
"245",7,17,"1","5","2","4",1067.2233,"8/10/2020","8/19/2020","Kavya",NA,1071.63,4.4067
"246",7,18,"1","5","3","2",1070.2562,"8/10/2020","8/19/2020","Kavya",NA,1077.39,7.1338
"247",7,19,"1","29","1","2",1066.5697,"8/10/2020","8/19/2020","Kavya",NA,1069.72,3.1503
"248",7,20,"1","79","3","3",1071.2677,"8/10/2020","8/19/2020","Kavya",NA,1089.7,18.4323
"249",7,21,"1","35","3","2",1078.8253,"8/10/2020","8/19/2020","Kavya",NA,1092.28,13.4547
"250",7,22,"1","35","4","4",1079.1051,"8/10/2020","8/19/2020","Kavya",NA,1081.52,2.4149
"251",7,24,"2","7","2","3",1066.7465,"8/10/2020","8/19/2020","Kavya",NA,1069.31,2.5635
"252",7,25,"2","12","2","4",1078.7139,"8/10/2020","8/19/2020","Kavya",NA,1081.18,2.4661
"253",7,26,"2","67","1","5",1059.4678,"8/10/2020","8/19/2020","Kavya",NA,1075.45,15.9822
"254",7,27,"2","30","2","4",1071.5964,"8/10/2020","8/19/2020","Kavya",NA,1085.17,13.5736
"255",7,28,"2","8","2","2",1072.5275,"8/10/2020","8/19/2020","Kavya",NA,1084.07,11.5425
"256",7,29,"2","39","2","5",1062.6855,"8/10/2020","8/19/2020","Kavya",NA,1068.43,5.7445
"257",7,30,"2","56","3","5",1080.2984,"8/10/2020","8/19/2020","Kavya",NA,1084.62,4.3216
"258",7,31,"2","62","2","3",1073.2021,"8/10/2020","8/19/2020","Kavya",NA,1081.33,8.1279
"259",7,33,"2","12","2","2",1077.0017,"8/10/2020","8/19/2020","Kavya",NA,1091.4,14.3983
"260",7,34,"2","57","4","5",1070.5639,"8/10/2020","8/19/2020","Kavya",NA,1079.59,9.0261
"261",7,36,"2","79","5","1",1073.813,"8/10/2020","8/19/2020","Kavya",NA,1084.65,10.837
"262",7,37,"2","1","1","1",1063.8095,"8/10/2020","8/19/2020","Kavya",NA,1080.57,16.7605
"263",7,38,"2","64","3","4",1058.8255,"8/10/2020","8/19/2020","Kavya",NA,1069.94,11.1145
"264",7,40,"2","30","4","4",1069.9812,"8/10/2020","8/18/2020","Kavya",NA,1089.05,19.0688
"265",7,41,"2","16","3","5",1084.8956,"8/10/2020","8/18/2020","Kavya",NA,1102.76,17.8644
"266",7,46,"2","29","5","2",1065.3336,"8/10/2020","8/18/2020","Kavya",NA,1076,10.6664
"267",8,2,"1","57","1","2",1061.4377,"8/10/2020","8/18/2020","Sophie",NA,1068.3,6.8623
"268",8,3,"1","67","3","2",1083.6257,"8/10/2020","8/18/2020","Sophie",NA,1116.22,32.5943
"269",8,4,"1","21","5","1",1085.1954,"8/10/2020","8/18/2020","Sophie",NA,1092.21,7.0146
"270",8,5,"1","13","5","4",1083.2432,"8/10/2020","8/18/2020","Sophie",NA,1088.87,5.6268
"271",8,6,"1","74","1","3",1068.4985,"8/10/2020","8/18/2020","Sophie",NA,1099.77,31.2715
"272",8,7,"1","17","1","4",1065.3614,"8/10/2020","8/18/2020","Sophie",NA,1071,5.6386
"273",8,8,"1","15","4","4",1071.4366,"8/10/2020","8/18/2020","Sophie",NA,1077.82,6.3834
"274",8,9,"1","7","3","2",1066.1426,"8/10/2020","8/18/2020","Sophie",NA,1077.79,11.6474
"275",8,10,"1","12","3","2",1064.5187,"8/10/2020","8/18/2020","Sophie",NA,1069.06,4.5413
"276",8,11,"1","11","4","5",1061.4159,"8/10/2020","8/18/2020","Sophie",NA,1071.72,10.3041
"277",8,12,"1","20","5","1",1062.8708,"8/10/2020","8/18/2020","Sophie",NA,1069.3,6.4292
"278",8,13,"1","72","4","5",1067.5789,"8/10/2020","8/18/2020","Sophie",NA,1079.89,12.3111
"279",8,14,"1","62","2","5",1061.5563,"8/10/2020","8/18/2020","Sophie",NA,1067.1,5.5437
"280",8,15,"1","15","1","5",1063.7012,"8/10/2020","8/18/2020","Sophie",NA,1081.33,17.6288
"281",8,16,"1","14","3","2",1085.9534,"8/10/2020","8/18/2020","Sophie",NA,1091.94,5.9866
"282",8,18,"1","62","1","2",1071.3027,"8/10/2020","8/18/2020","Sophie",NA,1074.21,2.9073
"283",8,19,"1","47","5","1",1069.5752,"8/10/2020","8/18/2020","Sophie",NA,1074.57,4.9948
"284",8,20,"1","15","5","1",1070.2253,"8/10/2020","8/18/2020","Sophie",NA,1079.44,9.2147
"285",8,21,"1","16","2","1",1081.8488,"8/10/2020","8/18/2020","Sophie",NA,1093.11,11.2612
"286",8,22,"1","29","4","3",1072.9337,"8/10/2020","8/18/2020","Sophie",NA,1081.34,8.4063
"287",8,23,"2","68","5","2",1062.9142,"8/10/2020","8/18/2020","Sophie",NA,1067.95,5.0358
"288",8,24,"2","4","2","2",1067.1825,"8/10/2020","8/18/2020","Sophie",NA,1070.79,3.6075
"289",8,25,"2","46","2","5",1082.3796,"8/10/2020","8/18/2020","Sophie",NA,1083.9,1.5204
"290",8,26,"2","68","4","1",1063.1758,"8/10/2020","8/18/2020","Sophie",NA,1071.88,8.7042
"291",8,27,"2","6","3","5",1081.3529,"8/10/2020","8/18/2020","Sophie",NA,1096.15,14.7971
"292",8,28,"2","7","1","2",1062.4979,"8/10/2020","8/18/2020","Sophie",NA,1067.92,5.4221
"293",8,29,"2","35","3","5",1072.6377,"8/10/2020","8/18/2020","Sophie",NA,1075.8,3.1623
"294",8,30,"2","39","3","3",1064.1245,"8/10/2020","8/18/2020","Sophie",NA,1070.38,6.2555
"295",8,31,"2","62","4","4",1068.2398,"8/10/2020","8/18/2020","Sophie",NA,1099.79,31.5502
"296",8,32,"2","4","3","3",1069.5374,"8/10/2020","8/18/2020","Sophie",NA,1077.37,7.8326
"297",8,33,"2","21","1","2",1083.3736,"8/10/2020","8/18/2020","Sophie",NA,1099.99,16.6164
"298",8,34,"2","77","4","3",1064.5684,"8/10/2020","8/18/2020","Sophie",NA,1072.19,7.6216
"299",8,35,"2","17","4","2",1063.1819,"8/10/2020","8/18/2020","Sophie",NA,1071.02,7.8381
"300",8,36,"2","27","5","2",1064.5283,"8/10/2020","8/18/2020","Sophie",NA,1067.73,3.2017
"301",8,37,"2","26","1","1",1064.0903,"8/10/2020","8/18/2020","Sophie",NA,1069.67,5.5797
"302",8,38,"2","17","3","1",1084.505,"8/10/2020","8/18/2020","Sophie",NA,1092.37,7.865
"303",8,40,"2","39","3","5",1062.6666,"8/10/2020","8/18/2020","Sophie",NA,1066.82,4.1534
"304",8,41,"2","64","2","2",1075.5455,"8/10/2020","8/18/2020","Sophie",NA,1078.57,3.0245
"305",8,42,"2","64","3","3",1073.4381,"8/10/2020","8/18/2020","Sophie",NA,1077.13,3.6919
"306",8,43,"2","39","4","1",1084.1154,"8/10/2020","8/18/2020","Sophie",NA,1102.56,18.4446
"307",8,44,"2","62","1","3",1066.984,"8/10/2020","8/18/2020","Sophie",NA,1070.65,3.666
"308",8,45,"2","67","2","2",1085.1775,"8/10/2020","8/18/2020","Sophie",NA,1090.14,4.9625
"309",9,1,"1","28","1","5",1080.2626,"8/10/2020","8/18/2020","Sophie",NA,1095.28,15.0174
"310",9,2,"1","4","3","1",1069.3515,"8/10/2020","8/18/2020","Sophie",NA,1078.88,9.5285
"311",9,4,"1","27","4","1",1065.6067,"8/10/2020","8/18/2020","Sophie",NA,1077.62,12.0133
"312",9,5,"1","1","4","3",1066.9739,"8/10/2020","8/18/2020","Sophie",NA,1073.85,6.8761
"313",9,6,"1","49","5","5",1070.3297,"8/10/2020","8/18/2020","Sophie",NA,1076.3,5.9703
"314",9,7,"1","39","3","4",1085.8231,"8/10/2020","8/18/2020","Sophie",NA,1097.18,11.3569
"315",9,8,"1","77","3","1",1067.6953,"8/10/2020","8/18/2020","Sophie",NA,1108.56,40.8647
"316",9,9,"1","3","2","2",1071.2505,"8/10/2020","8/18/2020","Sophie",NA,1082.86,11.6095
"317",9,11,"1","17","2","5",1070.2348,"8/10/2020","8/18/2020","Sophie",NA,1075.51,5.2752
"318",9,12,"1","51","4","2",1080.6358,"8/10/2020","8/18/2020","Sophie",NA,1083.58,2.9442
"319",9,13,"1","79","1","1",1072.4639,"8/10/2020","8/18/2020","Sophie",NA,1078.11,5.6461
"320",9,15,"1","13","5","2",1081.0178,"8/10/2020","8/18/2020","Sophie",NA,1083.8,2.7822
"321",9,16,"1","30","5","3",1075.5666,"8/10/2020","8/18/2020","Sophie",NA,1085.34,9.7734
"322",9,17,"1","39","3","2",1065.2818,"8/10/2020","8/18/2020","Sophie",NA,1069.59,4.3082
"323",9,19,"1","72","3","1",1059.1586,"8/10/2020","8/18/2020","Sophie",NA,1070.6,11.4414
"324",9,20,"1","7","3","3",1065.554,"8/10/2020","8/18/2020","Sophie",NA,1069,3.446
"325",9,21,"1","79","4","2",1071.537,"8/10/2020","8/18/2020","Sophie",NA,1083.17,11.633
"326",9,23,"2","45","2","1",1076.8793,"8/10/2020","8/18/2020","Sophie",NA,1088.36,11.4807
"327",9,24,"2","27","4","5",1069.4164,"8/10/2020","8/18/2020","Sophie",NA,1077.81,8.3936
"328",9,25,"2","64","5","3",1073.2975,"8/10/2020","8/18/2020","Sophie",NA,1084.13,10.8325
"329",9,26,"2","77","1","2",1073.9324,"8/10/2020","8/18/2020","Sophie",NA,1087.23,13.2976
"330",9,28,"2","7","3","5",1061.9013,"8/10/2020","8/18/2020","Sophie",NA,1072.75,10.8487
"331",9,29,"2","35","4","1",1073.3298,"8/10/2020","8/18/2020","Sophie",NA,1083.04,9.7102
"332",9,30,"2","36","4","1",1076.5244,"8/10/2020","8/18/2020","Sophie",NA,1081.03,4.5056
"333",9,31,"2","45","2","4",1071.4423,"8/10/2020","8/18/2020","Sophie",NA,1077.52,6.0777
"334",9,33,"2","77","5","3",1068.6426,"8/10/2020","8/18/2020","Sophie",NA,1080.78,12.1374
"335",9,35,"2","49","3","1",1073.9615,"8/10/2020","8/18/2020","Sophie",NA,1084.25,10.2885
"336",9,36,"2","39","5","2",1066.9565,"8/10/2020","8/18/2020","Sophie",NA,1070.89,3.9335
"337",9,37,"2","6","4","4",1081.9331,"8/10/2020","8/18/2020","Sophie",NA,1086.3,4.3669
"338",9,38,"2","57","5","4",1061.7428,"8/10/2020","8/18/2020","Sophie",NA,1073.72,11.9772
"339",9,39,"2","15","5","4",1072.3914,"8/10/2020","8/18/2020","Sophie",NA,1081.87,9.4786
"340",9,40,"2","62","5","5",1069.9892,"8/10/2020","8/18/2020","Sophie",NA,1089.42,19.4308
"341",9,42,"2","47","5","4",1063.7463,"8/10/2020","8/18/2020","Sophie",NA,1068.62,4.8737
"342",9,43,"2","35","2","2",1061.5791,"8/10/2020","8/18/2020","Sophie",NA,1067.94,6.3609
"343",9,44,"2","5","2","3",1069.3168,"8/10/2020","8/18/2020","Sophie",NA,1072.99,3.6732
"344",9,45,"2","72","3","4",1080.6346,"8/10/2020","8/18/2020","Sophie",NA,1090.74,10.1054
"345",9,46,"2","1","1","4",1065.9172,"8/10/2020","8/18/2020","Sophie",NA,1071.62,5.7028
"346",10,1,"1","14","4","5",1080.2532,"8/10/2020","8/18/2020","Sophie",NA,1084.9,4.6468
"347",10,2,"1","62","4","5",1069.9343,"8/10/2020","8/18/2020","Sophie",NA,1085.5,15.5657
"348",10,3,"1","79","3","1",1068.8773,"8/10/2020","8/18/2020","Sophie",NA,1074.06,5.1827
"349",10,4,"1","56","4","1",1066.7763,"8/10/2020","8/18/2020","Sophie",NA,1072.4,5.6237
"350",10,5,"1","1","5","2",1059.406,"8/10/2020","8/18/2020","Sophie",NA,1066.54,7.134
"351",10,6,"1","62","4","2",1081.464,"8/10/2020","8/18/2020","Sophie",NA,1090.36,8.896
"352",10,8,"1","42","1","1",1068.9418,"8/10/2020","8/18/2020","Sophie",NA,1074.09,5.1482
"353",10,9,"1","69","1","2",1086.2036,"8/10/2020","8/18/2020","Sophie",NA,1106.87,20.6664
"354",10,10,"1","67","4","5",1072.087,"8/10/2020","8/18/2020","Sophie",NA,1083.75,11.663
"355",10,11,"1","16","3","3",1080.5303,"8/10/2020","8/18/2020","Sophie",NA,1084.91,4.3797
"356",10,12,"1","72","4","4",1080.0703,"8/10/2020","8/18/2020","Sophie",NA,1094.33,14.2597
"357",10,13,"1","12","3","4",1065.187,"8/10/2020","8/18/2020","Sophie",NA,1074.98,9.793
"358",10,14,"1","42","2","1",1070.0799,"8/10/2020","8/18/2020","Sophie",NA,1078.2,8.1201
"359",10,15,"1","61","3","3",1061.4819,"8/10/2020","8/18/2020","Sophie",NA,1066.94,5.4581
"360",10,16,"1","23","1","4",1081.1764,"8/10/2020","8/18/2020","Sophie",NA,1089.98,8.8036
"361",10,17,"1","17","5","3",1061.5438,"8/10/2020","8/18/2020","Sophie",NA,1072.12,10.5762
"362",10,18,"1","72","1","5",1082.8749,"8/10/2020","8/18/2020","Sophie",NA,1087.43,4.5551
"363",10,19,"1","9","2","4",1066.4602,"8/10/2020","8/18/2020","Sophie",NA,1086.49,20.0298
"364",10,20,"1","31","2","1",1075.0903,"8/10/2020","8/18/2020","Sophie",NA,1086.9,11.8097
"365",10,22,"1","46","1","1",1068.5357,"8/10/2020","8/18/2020","Sophie",NA,1074.78,6.2443
"366",10,23,"1","31","3","3",1064.4882,"8/10/2020","8/18/2020","Sophie",NA,1070.66,6.1718
"367",10,24,"2","5","3","5",1086.6935,"8/10/2020","8/18/2020","Sophie",NA,1088.88,2.1865
"368",10,25,"2","14","1","3",1066.0033,"8/10/2020","8/18/2020","Sophie",NA,1074.3,8.2967
"369",10,26,"2","3","5","4",1065.9595,"8/10/2020","8/18/2020","Sophie",NA,1079.83,13.8705
"370",10,27,"2","30","3","3",1060.0787,"8/10/2020","8/18/2020","Sophie",NA,1065.8,5.7213
"371",10,28,"2","61","4","1",1060.3313,"8/10/2020","8/18/2020","Sophie",NA,1068.45,8.1187
"372",10,29,"2","31","5","2",1076.6712,"8/10/2020","8/18/2020","Sophie",NA,1092.25,15.5788
"373",10,30,"2","41","2","4",1083.9374,"8/10/2020","8/18/2020","Sophie",NA,1087.66,3.7226
"374",10,31,"2","47","4","1",1079.9868,"8/10/2020","8/18/2020","Sophie",NA,1084.15,4.1632
"375",10,34,"2","5","5","2",1068.935,"8/10/2020","8/18/2020","Sophie",NA,1079.89,10.955
"376",10,35,"2","56","2","4",1067.0912,"8/10/2020","8/18/2020","Sophie",NA,1084.28,17.1888
"377",10,36,"2","72","5","1",1063.1128,"8/10/2020","8/18/2020","Sophie",NA,1074.88,11.7672
"378",10,37,"2","57","1","1",1063.5038,"8/11/2020","8/18/2020","Sophie",NA,1080.99,17.4862
"379",10,38,"2","57","1","3",1069.7609,"8/11/2020","8/18/2020","Sophie",NA,1073.07,3.3091
"380",10,39,"2","79","3","5",1067.5734,"8/11/2020","8/18/2020","Sophie",NA,1075.54,7.9666
"381",10,40,"2","68","4","4",1060.2102,"8/11/2020","8/18/2020","Sophie",NA,1063.41,3.1998
"382",10,41,"4","15","2","1",1070.7358,"8/11/2020","8/18/2020","Sophie",NA,1076.84,6.1042
"383",10,42,"4","5","4","4",1071.8967,"8/11/2020","8/18/2020","Sophie",NA,1080.47,8.5733
"384",10,44,"4","61","1","1",1070.5833,"8/11/2020","8/18/2020","Sophie",NA,1076.33,5.7467
"385",10,46,"4","47","4","2",1069.384,"8/11/2020","8/18/2020","Sophie",NA,1073.13,3.746
"386",11,1,"1","64","1","1",1071.3636,"8/11/2020","8/18/2020","Sophie",NA,1079.14,7.7764
"387",11,2,"1","3","4","1",1075.0821,"8/11/2020","8/18/2020","Sophie",NA,1082.95,7.8679
"388",11,3,"1","11","1","3",1070.1208,"8/11/2020","8/18/2020","Sophie",NA,1088.2,18.0792
