Row,Column,Block,Population,Family,Replicate,Comment,Date,Dead
11,25,4,17,4,1,,9/1/2020,1
11,26,4,67,1,3,,9/1/2020,0
11,27,4,42,2,4,,9/1/2020,0
11,28,4,12,2,1,,9/1/2020,0
11,29,4,30,2,1,,9/1/2020,0
11,30,4,4,4,1,,9/1/2020,0
11,31,4,17,4,5,,9/1/2020,0
11,32,4,35,4,3,,9/1/2020,0
11,33,4,68,5,5,,9/1/2020,0
11,34,4,67,1,2,,9/1/2020,0
11,35,4,40,3,2,,9/1/2020,0
11,36,4,68,5,4,,9/1/2020,0
11,37,4,4,2,1,,9/1/2020,1
11,38,4,28,1,2,,9/1/2020,0
11,39,4,26,1,4,,9/1/2020,0
11,40,4,6,3,4,,9/1/2020,1
11,41,4,16,1,1,,9/1/2020,0
11,42,4,42,1,4,,9/1/2020,1
11,43,4,41,1,4,,9/1/2020,0
11,44,4,21,3,3,,9/1/2020,0
11,45,4,35,3,3,,9/1/2020,0
11,46,4,31,1,5,,9/1/2020,0
12,1,3,7,1,1,,9/1/2020,0
12,2,3,1,3,2,,9/1/2020,0
12,3,3,47,4,3,,9/1/2020,0
12,4,3,61,1,3,,9/1/2020,0
12,5,3,46,1,2,,9/1/2020,0
12,6,3,79,2,2,,9/1/2020,0
12,7,3,9,1,4,,9/1/2020,0
12,8,3,32,1,1,,9/1/2020,0
12,9,3,7,2,4,,9/1/2020,1
12,10,3,72,5,4,,9/1/2020,0
12,11,3,47,1,4,,9/1/2020,0
12,12,3,62,2,2,,9/1/2020,1
12,13,3,46,3,2,,9/1/2020,0
12,14,3,41,2,3,,9/1/2020,0
12,15,3,67,4,1,,9/1/2020,0
12,16,3,67,4,2,,9/1/2020,0
12,17,3,8,1,2,,9/1/2020,0
12,18,3,36,5,2,,9/1/2020,0
12,19,3,57,5,5,,9/1/2020,0
12,20,3,68,2,3,,9/1/2020,0
12,21,3,23,1,1,,9/1/2020,0
12,22,1,21,4,3,,9/1/2020,0
12,23,1,6,1,1,,9/1/2020,0
12,24,4,17,3,4,,9/1/2020,0
12,25,4,57,4,4,,9/1/2020,0
12,26,4,29,5,3,,9/1/2020,0
12,27,4,6,1,2,,9/1/2020,0
12,28,4,17,2,3,,9/1/2020,1
12,29,4,41,1,3,,9/1/2020,0
12,30,4,14,4,3,,9/1/2020,0
12,31,4,51,4,1,,9/1/2020,0
12,32,4,28,4,4,,9/1/2020,0
12,33,4,35,5,2,,9/1/2020,0
12,34,4,61,1,2,,9/1/2020,0
12,35,4,72,3,3,,9/1/2020,0
12,36,4,14,4,1,,9/1/2020,0
12,37,4,40,4,1,,9/1/2020,0
12,38,4,57,2,5,,9/1/2020,0
12,39,4,68,1,1,,9/1/2020,0
12,40,4,45,2,2,,9/1/2020,0
12,41,4,13,1,2,,9/1/2020,0
12,42,4,47,5,3,,9/1/2020,0
12,43,4,19,1,5,very eaten,9/1/2020,1
12,44,4,64,5,2,very eaten,9/1/2020,0
12,45,4,21,5,5,very eaten,9/1/2020,0
12,46,4,21,5,4,,9/1/2020,0
13,1,3,72,2,2,,9/1/2020,0
13,2,3,39,3,1,,9/1/2020,0
13,3,3,13,1,3,,9/1/2020,0
13,4,3,41,1,4,,9/1/2020,0
13,5,3,77,2,5,,9/1/2020,1
13,6,3,35,5,5,,9/1/2020,0
13,7,3,20,2,2,,9/1/2020,1
13,8,3,42,2,5,,9/1/2020,0
13,9,3,77,4,4,,9/1/2020,0
13,10,3,49,1,1,,9/1/2020,0
13,11,3,49,2,4,,9/1/2020,0
13,12,3,13,3,3,,9/1/2020,1
13,13,3,17,1,2,,9/1/2020,0
13,14,3,61,5,3,,9/1/2020,0
13,15,3,62,1,4,,9/1/2020,0
13,16,3,61,4,3,,9/1/2020,0
13,17,3,14,1,2,,9/1/2020,0
13,18,3,14,5,5,,9/1/2020,0
13,19,3,72,3,2,,9/1/2020,0
13,20,3,20,5,5,,9/1/2020,0
13,21,3,19,3,1,,9/1/2020,0
13,22,3,46,3,3,,9/1/2020,0
13,23,3,56,4,3,,9/1/2020,0
13,24,3,11,2,3,,9/1/2020,0
13,25,3,62,2,4,,9/1/2020,0
13,26,4,49,1,2,,9/1/2020,0
13,27,4,1,2,3,,9/1/2020,0
13,28,4,11,1,1,,9/1/2020,0
13,29,4,12,1,2,,9/1/2020,0
13,30,4,7,5,1,,9/1/2020,0
13,31,4,1,2,5,,9/1/2020,0
13,32,4,61,3,4,,9/1/2020,0
13,33,4,57,1,5,,9/1/2020,1
13,34,4,35,2,4,no living tissue,9/1/2020,1
13,35,4,6,5,3,,9/1/2020,0
13,36,4,79,4,3,,9/1/2020,0
13,37,4,39,5,4,,9/1/2020,0
13,38,4,9,2,5,,9/1/2020,0
13,39,4,5,1,3,,9/1/2020,0
13,40,4,56,2,2,,9/1/2020,1
13,41,4,12,1,3,,9/1/2020,1
13,42,4,19,5,5,,9/1/2020,0
13,43,4,1,3,1,,9/1/2020,1
13,44,4,27,3,2,,9/1/2020,0
13,45,4,19,5,1,,9/1/2020,0
13,46,4,68,1,2,,9/1/2020,0
14,1,3,57,2,3,,9/1/2020,0
14,2,3,21,4,5,,9/1/2020,0
14,3,3,21,1,3,,9/1/2020,0
14,4,3,11,1,4,,9/1/2020,1
14,5,3,41,2,1,,9/1/2020,0
14,6,3,4,1,5,,9/1/2020,0
14,7,3,21,1,4,,9/1/2020,0
14,8,3,7,1,5,,9/1/2020,0
14,9,3,19,3,4,,9/1/2020,0
14,10,3,57,3,1,,9/1/2020,0
14,11,3,74,2,4,,9/1/2020,0
14,12,3,35,3,1,,9/1/2020,0
14,13,3,29,2,1,,9/1/2020,1
14,14,3,13,2,4,,9/1/2020,0
14,15,3,77,5,4,,9/1/2020,0
14,16,3,35,2,5,,9/1/2020,0
14,17,3,47,3,2,,9/1/2020,0
14,18,3,62,4,3,,9/1/2020,0
14,19,3,30,4,2,,9/1/2020,0
14,20,3,31,4,3,,9/1/2020,0
14,21,3,46,4,2,,9/1/2020,0
14,22,3,49,3,3,,9/1/2020,0
14,23,3,49,4,1,,9/1/2020,0
14,24,3,31,4,4,,9/1/2020,0
14,25,3,40,4,2,,9/1/2020,0
14,26,4,13,2,5,,9/1/2020,0
14,27,4,6,5,2,,9/1/2020,0
14,28,4,46,5,2,,9/1/2020,0
14,29,4,19,1,2,,9/1/2020,0
14,30,4,47,2,1,,9/1/2020,0
14,31,4,2,1,3,,9/1/2020,0
14,32,4,12,2,3,,9/1/2020,0
14,33,4,13,3,5,,9/1/2020,1
14,34,4,5,4,3,,9/1/2020,0
14,35,4,79,2,4,,9/1/2020,1
14,36,4,41,2,2,,9/1/2020,0
14,37,4,35,4,2,,9/1/2020,0
14,38,4,17,1,5,,9/1/2020,0
14,39,4,13,2,1,,9/1/2020,0
14,40,4,12,4,2,,9/1/2020,0
14,41,4,19,2,4,,9/1/2020,0
14,42,4,39,1,5,,9/1/2020,0
14,43,4,41,1,2,,9/1/2020,0
14,44,4,20,2,1,,9/1/2020,1
14,45,4,5,1,5,no living tissue,9/1/2020,1
14,46,4,35,5,1,,9/1/2020,0
15,1,3,4,5,4,,9/1/2020,0
15,2,3,29,3,4,,9/1/2020,1
15,3,3,41,1,3,no living tissue,9/1/2020,1
15,4,3,27,4,2,,9/1/2020,0
15,5,3,46,4,3,,9/1/2020,0
15,6,3,31,2,3,,9/1/2020,0
15,7,3,17,4,3,,9/1/2020,0
15,8,3,57,2,4,,9/1/2020,0
15,9,3,18,3,3,,9/1/2020,0
15,10,3,8,3,2,,9/1/2020,0
15,11,3,68,2,2,,9/1/2020,0
15,12,3,68,4,2,,9/1/2020,0
15,13,3,27,3,4,,9/1/2020,0
15,14,3,17,3,3,,9/1/2020,0
15,15,3,14,3,3,,9/1/2020,0
15,16,3,1,5,5,,9/1/2020,0
15,17,3,57,3,4,,9/1/2020,0
15,18,3,21,2,1,,9/1/2020,0
15,19,3,20,3,4,,9/1/2020,1
15,20,3,27,3,1,,9/1/2020,0
15,21,3,67,2,4,,9/1/2020,0
15,22,3,7,4,1,,9/1/2020,0
15,23,3,27,5,4,,9/1/2020,0
15,24,3,68,3,1,,9/1/2020,0
15,25,3,74,1,2,,9/1/2020,0
15,26,4,29,3,1,,9/1/2020,0
15,27,4,29,2,4,,9/1/2020,1
15,28,4,15,3,3,,9/1/2020,0
15,29,4,14,2,5,,9/1/2020,0
15,30,4,31,3,5,,9/1/2020,0
15,31,4,69,1,1,,9/1/2020,0
15,32,4,77,2,3,,9/1/2020,1
15,33,4,4,5,1,,9/1/2020,0
15,34,4,11,3,4,,9/1/2020,1
15,35,4,57,4,1,,9/1/2020,0
15,36,4,72,4,2,,9/1/2020,0
15,37,4,5,1,1,,9/1/2020,0
15,38,4,56,4,5,,9/1/2020,0
15,39,4,40,2,5,,9/1/2020,0
15,40,4,9,1,1,,9/1/2020,0
15,41,4,40,3,3,,9/1/2020,0
15,42,4,3,3,4,,9/1/2020,0
15,43,4,20,5,2,,9/1/2020,0
15,44,4,3,2,1,,9/1/2020,0
15,45,4,41,4,5,,9/1/2020,0
15,46,4,18,4,5,,9/1/2020,1
16,1,3,15,4,2,,8/31/2020,0
16,2,3,57,4,2,,8/31/2020,1
16,3,3,27,1,1,,8/31/2020,1
16,4,3,77,2,1,,8/31/2020,0
16,5,3,29,4,4,,8/31/2020,0
16,6,3,21,3,2,,8/31/2020,0
16,7,3,31,1,2,,8/31/2020,0
16,8,3,36,5,1,,8/31/2020,0
16,9,3,21,4,2,,8/31/2020,0
16,10,3,15,5,3,,8/31/2020,0
16,11,3,46,4,4,,8/31/2020,0
16,12,3,5,2,1,,8/31/2020,0
16,13,3,41,1,2,,8/31/2020,0
16,14,3,49,2,2,,8/31/2020,0
16,15,3,67,5,4,,8/31/2020,0
16,16,3,7,5,4,,8/31/2020,0
16,17,3,5,4,5,,8/31/2020,0
16,18,3,4,5,5,,8/31/2020,1
16,19,3,68,5,1,,8/31/2020,1
16,20,3,4,2,3,,8/31/2020,0
16,21,3,61,4,2,,8/31/2020,0
16,22,3,39,4,4,,8/31/2020,0
16,23,3,1,5,3,,8/31/2020,0
16,24,3,2,3,2,,8/31/2020,0
16,25,3,19,1,3,,8/31/2020,0
16,26,4,NO PLANT,NO PLANT,NO PLANT,NO PLANT,8/31/2020,0
16,27,4,27,1,2,,8/31/2020,0
16,28,4,2,4,2,,8/31/2020,0
16,29,4,30,2,5,,8/31/2020,0
16,30,4,19,1,4,,8/31/2020,0
16,31,4,39,1,4,,8/31/2020,1
16,32,4,79,5,5,,8/31/2020,0
16,33,4,18,2,5,,8/31/2020,0
16,34,4,31,2,4,,8/31/2020,1
16,35,4,67,1,1,,8/31/2020,0
16,36,4,45,1,5,,8/31/2020,1
16,37,4,3,3,1,,8/31/2020,0
16,38,4,79,2,3,,8/31/2020,0
16,39,4,68,3,2,,8/31/2020,0
16,40,4,39,1,2,,8/31/2020,0
16,41,4,2,4,1,,8/31/2020,0
16,42,4,20,5,3,,8/31/2020,1
16,43,4,3,2,3,,8/31/2020,0
16,44,4,18,3,5,,8/31/2020,0
16,45,4,42,1,5,,8/31/2020,1
16,46,4,12,3,5,,8/31/2020,0
17,1,3,6,4,3,,8/31/2020,0
17,2,3,8,2,1,,8/31/2020,0
17,3,3,62,5,1,,8/31/2020,0
17,4,3,12,5,5,,8/31/2020,0
17,5,3,8,1,3,,8/31/2020,1
17,6,3,79,5,4,,8/31/2020,0
17,7,3,3,4,5,,8/31/2020,0
17,8,3,46,3,4,,8/31/2020,0
17,9,3,79,1,5,,8/31/2020,0
17,10,3,39,4,5,,8/31/2020,0
17,11,3,69,2,3,,8/31/2020,0
17,12,3,67,4,4,,8/31/2020,0
17,13,3,11,2,1,,8/31/2020,0
17,14,3,13,5,1,,8/31/2020,0
17,15,3,54,1,5,,8/31/2020,1
17,16,3,40,2,1,,8/31/2020,0
17,17,3,12,2,5,,8/31/2020,0
17,18,3,15,4,5,,8/31/2020,0
17,19,3,77,5,2,,8/31/2020,0
17,20,3,40,1,1,,8/31/2020,0
17,21,3,69,1,5,,8/31/2020,1
17,22,3,67,3,1,,8/31/2020,0
17,23,3,36,4,5,,8/31/2020,1
17,24,3,16,1,3,,8/31/2020,0
17,25,3,13,1,1,,8/31/2020,0
17,26,4,18,1,5,,8/31/2020,0
17,27,4,61,3,2,,8/31/2020,0
17,28,4,12,4,3,,8/31/2020,0
17,29,4,5,5,1,,8/31/2020,0
17,30,4,49,2,5,,8/31/2020,0
17,31,4,74,1,1,,8/31/2020,0
17,32,4,36,4,3,,8/31/2020,0
17,33,4,67,3,4,,8/31/2020,0
17,34,4,15,1,3,,8/31/2020,1
17,35,4,5,3,4,,8/31/2020,1
17,36,4,16,3,2,,8/31/2020,1
17,37,4,7,2,5,,8/31/2020,1
17,38,4,26,1,5,,8/31/2020,0
17,39,4,57,3,3,,8/31/2020,1
17,40,4,68,2,4,,8/31/2020,1
17,41,4,19,2,3,,8/31/2020,0
17,42,4,61,5,4,,8/31/2020,1
17,43,4,30,3,2,,8/31/2020,0
17,44,4,5,4,2,,8/31/2020,0
17,45,4,27,5,5,,8/31/2020,0
17,46,4,1,4,4,,8/31/2020,0
18,1,3,5,1,2,,8/31/2020,0
18,2,3,39,2,3,,8/31/2020,0
18,3,3,61,1,4,,8/31/2020,0
18,4,3,64,5,4,,8/31/2020,0
18,5,3,46,4,5,,8/31/2020,0
18,6,3,2,3,3,,8/31/2020,0
18,7,3,17,2,2,,8/31/2020,1
18,8,3,68,1,3,,8/31/2020,0
18,9,3,4,4,3,,8/31/2020,0
18,10,3,3,5,2,,8/31/2020,0
18,11,3,18,3,2,,8/31/2020,0
18,12,3,56,3,2,,8/31/2020,0
18,13,3,42,1,3,,8/31/2020,0
18,14,3,62,5,4,,8/31/2020,0
18,15,3,14,3,4,,8/31/2020,1
18,16,3,28,4,2,,8/31/2020,0
18,17,3,11,1,5,,8/31/2020,0
18,18,3,49,3,2,,8/31/2020,0
18,19,3,7,4,5,,8/31/2020,0
18,20,3,15,1,1,,8/31/2020,0
18,21,3,69,1,3,,8/31/2020,0
18,22,3,74,5,3,,8/31/2020,1
18,23,3,47,3,4,,8/31/2020,0
18,24,3,62,3,2,,8/31/2020,0
18,25,3,39,1,3,,8/31/2020,0
18,26,4,36,5,5,,8/31/2020,0
18,27,4,6,3,2,,8/31/2020,0
18,28,4,39,1,1,,8/31/2020,0
18,29,4,20,1,1,,8/31/2020,0
18,30,4,21,1,5,,8/31/2020,0
18,31,4,64,1,5,,8/31/2020,0
18,32,4,5,3,3,,8/31/2020,0
18,33,4,18,5,4,,8/31/2020,0
18,34,4,21,1,1,,8/31/2020,0
18,35,4,6,5,5,,8/31/2020,1
18,36,4,35,2,3,,8/31/2020,0
18,37,4,69,2,5,,8/31/2020,1
18,38,4,31,4,1,,8/31/2020,0
18,39,4,30,3,5,,8/31/2020,0
18,40,4,46,2,1,,8/31/2020,0
18,41,4,3,5,5,,8/31/2020,0
18,42,4,18,2,3,,8/31/2020,0
18,43,4,40,5,4,,8/31/2020,0
18,44,4,20,3,1,,8/31/2020,0
18,45,4,3,1,1,,8/31/2020,0
18,46,4,2,2,4,,8/31/2020,0
19,1,3,2,2,1,,8/31/2020,0
19,2,3,31,3,1,,8/31/2020,0
19,3,3,40,4,3,,8/31/2020,0
19,4,3,4,2,5,,8/31/2020,0
19,5,3,72,2,5,,8/31/2020,0
19,6,3,64,5,5,,8/31/2020,0
19,7,3,69,2,2,,8/31/2020,0
19,8,3,26,1,3,,8/31/2020,0
19,9,3,61,5,2,,8/31/2020,0
19,10,3,45,1,3,,8/31/2020,1
19,11,3,72,4,1,,8/31/2020,0
19,12,3,18,3,4,,8/31/2020,0
19,13,3,19,2,1,,8/31/2020,0
19,14,3,64,3,1,,8/31/2020,0
19,15,3,47,1,2,,8/31/2020,0
19,16,3,2,5,1,,8/31/2020,1
19,17,3,6,3,3,,8/31/2020,0
19,18,3,12,1,1,,8/31/2020,0
19,19,3,46,2,4,,8/31/2020,0
19,20,3,28,4,3,,8/31/2020,0
19,21,3,74,1,4,,8/31/2020,0
19,22,3,46,3,1,,8/31/2020,0
19,23,3,6,1,4,,8/31/2020,0
19,24,3,61,3,5,,8/31/2020,0
19,25,3,15,2,2,,8/31/2020,0
19,26,4,8,1,5,,8/31/2020,1
19,27,4,1,5,1,,8/31/2020,0
19,28,4,13,2,2,,8/31/2020,0
19,29,4,61,3,1,,8/31/2020,0
19,30,4,7,2,1,,8/31/2020,0
19,31,4,1,4,2,,8/31/2020,1
19,32,4,62,5,3,,8/31/2020,0
19,33,4,57,4,3,,8/31/2020,0
19,34,4,29,5,5,,8/31/2020,0
19,35,4,28,1,1,,8/31/2020,0
19,36,4,11,4,1,,8/31/2020,1
19,37,4,27,5,1,,8/31/2020,0
19,38,4,79,3,2,,8/31/2020,1
19,39,4,21,2,4,,8/31/2020,0
19,40,4,15,1,2,,8/31/2020,0
19,41,4,19,2,5,,8/31/2020,0
19,42,4,9,2,3,,8/31/2020,0
19,43,4,49,2,1,,8/31/2020,0
19,44,4,20,3,3,,8/31/2020,0
19,45,4,15,3,2,,8/31/2020,0
19,46,4,46,3,5,,8/31/2020,0
20,1,3,2,3,4,,8/31/2020,0
20,2,3,56,3,1,,8/31/2020,1
20,3,3,3,3,2,,8/31/2020,0
20,4,3,46,5,4,,8/31/2020,0
20,5,3,29,1,1,,8/31/2020,0
20,6,3,19,5,3,,8/31/2020,0
20,7,3,49,1,3,,8/31/2020,1
20,8,3,27,2,2,,8/31/2020,0
20,9,3,36,5,4,,8/31/2020,0
20,10,3,21,5,2,,8/31/2020,0
20,11,3,1,5,4,,8/31/2020,0
20,12,3,67,5,2,,8/31/2020,0
20,13,3,3,4,4,,8/31/2020,0
20,14,3,30,4,1,,8/31/2020,0
20,15,3,1,3,3,,8/31/2020,0
20,16,3,72,1,4,,8/31/2020,0
20,17,3,6,1,5,,8/31/2020,0
20,18,3,67,3,3,,8/31/2020,0
20,19,3,5,3,1,,8/31/2020,0
20,20,3,11,2,2,,8/31/2020,0
20,21,3,18,1,3,,8/31/2020,0
20,22,3,57,2,2,,8/31/2020,0
20,23,3,18,4,4,,8/31/2020,0
20,24,3,8,3,4,,8/30/2020,0
20,25,3,51,4,4,,8/30/2020,0
20,26,4,31,4,5,,8/30/2020,0
20,27,4,19,3,3,,8/30/2020,0
20,28,4,5,2,5,,8/30/2020,0
20,29,4,36,2,3,,8/30/2020,0
20,30,4,18,4,2,,8/30/2020,0
20,31,4,30,2,3,,8/30/2020,0
20,32,4,79,1,2,,8/30/2020,0
20,33,4,36,1,3,,8/30/2020,0
20,34,4,2,5,2,,8/30/2020,0
20,35,4,28,4,1,,8/30/2020,0
20,36,4,77,1,3,totally eaten by Monarchs,8/30/2020,0
20,37,4,40,2,3,,8/30/2020,0
20,38,4,15,4,3,,8/30/2020,0
20,39,4,47,1,3,,8/30/2020,0
20,40,4,3,5,3,,8/30/2020,0
20,41,4,30,5,1,,8/30/2020,0
20,42,4,27,4,4,,8/30/2020,0
20,43,4,18,5,5,,8/30/2020,1
20,44,4,2,3,5,ramets dead,8/30/2020,1
20,45,4,36,3,2,,8/30/2020,1
20,46,4,35,3,4,,8/30/2020,0
21,1,3,30,2,2,,8/30/2020,0
21,2,3,8,3,1,,8/30/2020,0
21,3,3,31,1,4,,8/30/2020,0
21,4,3,2,1,4,,8/30/2020,0
21,5,3,16,3,1,,8/30/2020,1
21,6,3,29,5,1,,8/30/2020,0
21,7,3,8,2,4,,8/30/2020,0
21,8,3,16,1,5,,8/30/2020,1
21,9,3,67,2,3,,8/30/2020,0
21,10,3,46,1,4,,8/30/2020,0
21,11,3,72,5,2,,8/30/2020,0
21,12,3,3,1,2,,8/30/2020,1
21,13,3,2,4,4,,8/30/2020,1
21,14,3,47,3,1,,8/30/2020,0
21,15,3,51,4,5,,8/30/2020,0
21,16,3,14,2,4,,8/30/2020,1
21,17,3,42,2,3,,8/30/2020,0
21,18,3,13,5,3,,8/30/2020,1
21,19,3,47,5,5,,8/30/2020,0
21,20,3,77,4,1,,8/30/2020,0
21,21,3,30,3,4,,8/30/2020,0
21,22,3,6,5,1,,8/30/2020,0
21,23,3,18,4,1,,8/30/2020,0
21,24,3,35,5,4,,8/30/2020,0
21,25,3,35,3,1,,8/30/2020,1
21,26,4,30,5,5,,8/30/2020,0
21,27,4,18,2,2,,8/30/2020,0
21,28,4,8,2,3,,8/30/2020,0
21,29,4,68,2,1,,8/30/2020,0
21,30,4,6,4,1,,8/30/2020,0
21,31,4,4,5,3,,8/30/2020,1
21,32,4,39,4,3,,8/30/2020,0
21,33,4,35,4,2,,8/30/2020,0
21,34,4,7,1,4,,8/30/2020,0
21,35,4,19,5,4,,8/30/2020,0
21,36,4,27,3,5,,8/30/2020,0
21,37,4,23,1,3,,8/30/2020,0
21,38,4,3,3,3,,8/30/2020,0
21,39,4,40,4,4,,8/30/2020,0
21,40,4,27,1,3,,8/30/2020,1
21,41,4,12,3,3,,8/30/2020,0
21,42,4,31,2,5,,8/30/2020,0
21,43,4,3,4,2,,8/30/2020,0
21,44,4,56,2,5,,8/30/2020,0
21,45,4,11,3,3,,8/30/2020,0
21,46,4,47,2,5,,8/30/2020,0
